plugin,package,NOF_num,NOF_total,NSF_num,NSF_total,NOM_num,NOM_total,NSM_num,NSM_total,NOI,NOT,TLOC,num_of_bug,NOF_max,NSF_max,NOM_max,NSM_max,buggy,NOF_avg,NSF_avg,NOM_avg,NSM_avg
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.views,6,18,6,10,6,69,6,2,0,6,1251,0.0,14,8,39,1,False,3.0,1.6666666666666667,11.5,0.3333333333333333
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.views.actions,12,22,12,6,12,63,12,1,0,12,1533,0.0,7,3,20,1,False,1.8333333333333333,0.5,5.25,0.08333333333333333
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.views.elements,5,11,5,2,5,32,5,1,0,5,616,0.0,5,2,15,1,False,2.2,0.4,6.4,0.2
org.eclipse.compare,org.eclipse.compare,15,73,15,17,15,164,15,20,11,15,3904,0.0,31,8,40,17,False,4.866666666666666,1.1333333333333333,10.933333333333334,1.3333333333333333
org.eclipse.compare,org.eclipse.compare.contentmergeviewer,9,148,9,24,9,244,9,9,3,9,5615,0.0,85,18,155,9,False,16.444444444444443,2.6666666666666665,27.11111111111111,1.0
org.eclipse.compare,org.eclipse.compare.internal,63,164,63,93,63,380,63,82,5,63,8152,0.0,16,36,42,32,False,2.6031746031746033,1.4761904761904763,6.031746031746032,1.3015873015873016
org.eclipse.compare,org.eclipse.compare.internal.merge,3,1,3,2,3,5,3,1,0,3,197,0.0,1,2,4,1,False,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333
org.eclipse.compare,org.eclipse.compare.internal.patch,12,55,12,16,12,128,12,4,0,12,3061,0.0,11,6,32,2,False,4.583333333333333,1.3333333333333333,10.666666666666666,0.3333333333333333
org.eclipse.compare,org.eclipse.compare.rangedifferencer,4,12,4,10,4,19,4,13,1,4,943,0.0,7,7,11,13,False,3.0,2.5,4.75,3.25
org.eclipse.compare,org.eclipse.compare.structuremergeviewer,12,45,12,13,12,136,12,1,6,12,2995,0.0,12,10,41,1,False,3.75,1.0833333333333333,11.333333333333334,0.08333333333333333
org.eclipse.core.expressions,org.eclipse.core.expressions,7,9,7,27,7,24,7,4,3,7,1037,0.0,4,13,7,2,False,1.2857142857142858,3.857142857142857,3.4285714285714284,0.5714285714285714
org.eclipse.core.expressions,org.eclipse.core.internal.expressions,28,43,28,47,28,87,28,24,0,28,2014,0.0,4,15,11,11,False,1.5357142857142858,1.6785714285714286,3.107142857142857,0.8571428571428571
org.eclipse.core.filebuffers,org.eclipse.core.filebuffers,1,0,1,0,1,0,1,4,10,1,826,0.0,0,0,0,4,False,0.0,0.0,0.0,4.0
org.eclipse.core.filebuffers,org.eclipse.core.internal.filebuffers,16,49,16,16,16,177,16,5,0,16,2850,0.0,11,6,36,3,False,3.0625,1.0,11.0625,0.3125
org.eclipse.core.resources,org.eclipse.core.internal.dtree,15,23,15,14,15,186,15,17,2,15,3769,0.0,4,6,46,8,False,1.5333333333333334,0.9333333333333333,12.4,1.1333333333333333
org.eclipse.core.resources,org.eclipse.core.internal.events,21,111,21,32,21,217,21,27,1,21,3844,0.0,20,12,46,18,False,5.285714285714286,1.5238095238095237,10.333333333333334,1.2857142857142858
org.eclipse.core.resources,org.eclipse.core.internal.indexing,37,108,37,151,37,390,37,32,2,37,6182,0.0,14,39,53,5,False,2.918918918918919,4.081081081081081,10.54054054054054,0.8648648648648649
org.eclipse.core.resources,org.eclipse.core.internal.localstore,22,68,22,21,22,222,22,25,3,22,4450,0.0,10,9,35,20,False,3.090909090909091,0.9545454545454546,10.090909090909092,1.1363636363636365
org.eclipse.core.resources,org.eclipse.core.internal.properties,8,14,8,7,8,88,8,1,1,8,1398,0.0,5,6,31,1,False,1.75,0.875,11.0,0.125
org.eclipse.core.resources,org.eclipse.core.internal.refresh,5,16,5,6,5,36,5,0,0,5,868,0.0,6,3,15,0,False,3.2,1.2,7.2,0.0
org.eclipse.core.resources,org.eclipse.core.internal.resources,80,238,80,127,80,1041,80,35,6,80,19123,1.0,32,23,109,8,True,2.975,1.5875,13.0125,0.4375
org.eclipse.core.resources,org.eclipse.core.internal.utils,14,32,14,80,14,117,14,30,1,14,1997,0.0,10,46,28,10,False,2.2857142857142856,5.714285714285714,8.357142857142858,2.142857142857143
org.eclipse.core.resources,org.eclipse.core.internal.watson,11,34,11,10,11,90,11,4,7,11,2468,0.0,7,3,40,2,False,3.090909090909091,0.9090909090909091,8.181818181818182,0.36363636363636365
org.eclipse.core.resources,org.eclipse.core.resources,6,4,6,30,6,20,6,4,35,6,11249,1.0,3,25,10,4,True,0.6666666666666666,5.0,3.3333333333333335,0.6666666666666666
org.eclipse.core.resources,org.eclipse.core.resources.ant,4,9,4,9,4,15,4,5,0,4,496,0.0,4,4,8,5,False,2.25,2.25,3.75,1.25
org.eclipse.core.resources,org.eclipse.core.resources.refresh,1,0,1,0,1,3,1,0,2,1,167,0.0,0,0,3,0,False,0.0,0.0,3.0,0.0
org.eclipse.core.resources,org.eclipse.core.resources.team,2,2,2,0,2,14,2,0,2,2,1121,0.0,1,0,10,0,False,1.0,0.0,7.0,0.0
org.eclipse.core.resources.win32,org.eclipse.core.internal.resources.refresh.win32,9,19,9,21,9,77,9,24,0,9,1017,0.0,11,17,45,23,False,2.111111111111111,2.3333333333333335,8.555555555555555,2.6666666666666665
org.eclipse.core.runtime,org.eclipse.core.internal.boot,3,5,3,29,3,19,3,6,0,3,628,0.0,5,19,16,4,False,1.6666666666666667,9.666666666666666,6.333333333333333,2.0
org.eclipse.core.runtime,org.eclipse.core.internal.content,13,48,13,30,13,166,13,14,0,13,2238,0.0,15,15,44,7,False,3.6923076923076925,2.3076923076923075,12.76923076923077,1.0769230769230769
org.eclipse.core.runtime,org.eclipse.core.internal.jobs,18,83,18,33,18,266,18,10,1,18,4669,0.0,13,12,49,4,False,4.611111111111111,1.8333333333333333,14.777777777777779,0.5555555555555556
org.eclipse.core.runtime,org.eclipse.core.internal.preferences,12,31,12,43,12,207,12,15,0,12,3990,0.0,10,13,78,6,False,2.5833333333333335,3.5833333333333335,17.25,1.25
org.eclipse.core.runtime,org.eclipse.core.internal.registry,21,69,21,44,21,246,21,6,0,21,3717,0.0,12,32,55,3,False,3.2857142857142856,2.0952380952380953,11.714285714285714,0.2857142857142857
org.eclipse.core.runtime,org.eclipse.core.internal.runtime,26,57,26,122,26,202,26,74,0,26,5032,0.0,14,77,90,16,False,2.1923076923076925,4.6923076923076925,7.769230769230769,2.8461538461538463
org.eclipse.core.runtime,org.eclipse.core.runtime,15,39,15,64,15,177,15,61,28,15,9504,0.0,7,35,45,55,False,2.6,4.266666666666667,11.8,4.066666666666666
org.eclipse.core.runtime,org.eclipse.core.runtime.content,3,5,3,5,3,9,3,0,6,3,1002,0.0,3,3,4,0,False,1.6666666666666667,1.6666666666666667,3.0,0.0
org.eclipse.core.runtime,org.eclipse.core.runtime.jobs,5,2,5,10,5,50,5,1,6,5,1678,0.0,1,10,32,1,False,0.4,2.0,10.0,0.2
org.eclipse.core.runtime,org.eclipse.core.runtime.preferences,6,4,6,3,6,13,6,0,8,6,1252,0.0,3,1,4,0,False,0.6666666666666666,0.5,2.1666666666666665,0.0
org.eclipse.core.runtime,org.osgi.service.prefs,1,0,1,0,1,0,1,0,2,1,749,0.0,0,0,0,0,False,0.0,0.0,0.0,0.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.boot,1,0,1,20,1,0,1,23,5,1,1255,0.0,0,20,0,23,False,0.0,20.0,0.0,23.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.boot,4,4,4,0,4,58,4,0,0,4,344,0.0,1,0,29,0,False,1.0,0.0,14.5,0.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.compatibility,1,2,1,1,1,4,1,1,0,1,81,0.0,2,1,4,1,False,2.0,1.0,4.0,1.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.model,8,52,8,17,8,155,8,3,1,8,2669,0.0,22,16,68,2,False,6.5,2.125,19.375,0.375
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.plugins,11,13,11,9,11,74,11,25,0,11,1148,0.0,7,3,37,8,False,1.1818181818181819,0.8181818181818182,6.7272727272727275,2.272727272727273
org.eclipse.core.runtime.compatibility,org.eclipse.core.runtime.model,13,48,13,13,13,138,13,1,0,13,2191,0.0,10,5,23,1,False,3.6923076923076925,1.0,10.615384615384615,0.07692307692307693
org.eclipse.core.variables,org.eclipse.core.internal.variables,9,23,9,23,9,56,9,2,0,9,1301,0.0,7,15,27,1,False,2.5555555555555554,2.5555555555555554,6.222222222222222,0.2222222222222222
org.eclipse.core.variables,org.eclipse.core.variables,1,0,1,4,1,1,1,5,7,1,576,0.0,0,4,1,5,False,0.0,4.0,1.0,5.0
org.eclipse.debug.core,org.eclipse.debug.core,7,33,7,41,7,78,7,16,23,7,4745,1.0,17,18,36,16,True,4.714285714285714,5.857142857142857,11.142857142857142,2.2857142857142856
org.eclipse.debug.core,org.eclipse.debug.core.model,5,15,5,5,5,61,5,0,36,5,3722,1.0,11,3,23,0,True,3.0,1.0,12.2,0.0
org.eclipse.debug.core,org.eclipse.debug.core.sourcelookup,3,12,3,9,3,55,3,0,8,3,1490,0.0,9,8,43,0,False,4.0,3.0,18.333333333333332,0.0
org.eclipse.debug.core,org.eclipse.debug.core.sourcelookup.containers,12,12,12,8,12,77,12,0,0,12,1472,0.0,3,1,10,0,False,1.0,0.6666666666666666,6.416666666666667,0.0
org.eclipse.debug.core,org.eclipse.debug.internal.core,27,104,27,21,27,301,27,3,0,27,5036,0.0,23,10,55,1,False,3.8518518518518516,0.7777777777777778,11.148148148148149,0.1111111111111111
org.eclipse.debug.core,org.eclipse.debug.internal.core.memory,4,12,4,8,4,20,4,3,11,4,1122,0.0,5,4,15,3,False,3.0,2.0,5.0,0.75
org.eclipse.debug.core,org.eclipse.debug.internal.core.sourcelookup,6,4,6,4,6,21,6,4,0,6,399,0.0,2,2,6,3,False,0.6666666666666666,0.6666666666666666,3.5,0.6666666666666666
org.eclipse.debug.core,org.eclipse.debug.internal.core.sourcelookup.containers,8,2,8,0,8,21,8,0,0,8,616,0.0,2,0,7,0,False,0.25,0.0,2.625,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui,26,34,26,28,26,157,26,50,3,26,4386,1.0,10,12,27,29,True,1.3076923076923077,1.0769230769230769,6.038461538461538,1.9230769230769231
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.actions,89,65,89,4,89,406,89,8,0,89,6878,0.0,7,2,25,5,False,0.7303370786516854,0.0449438202247191,4.561797752808989,0.0898876404494382
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.launchConfigurations,39,112,39,37,39,485,39,8,1,39,8888,0.0,20,13,104,3,False,2.871794871794872,0.9487179487179487,12.435897435897436,0.20512820512820512
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.preferences,12,21,12,6,12,105,12,1,1,12,1560,0.0,8,4,32,1,False,1.75,0.5,8.75,0.08333333333333333
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.sourcelookup,27,35,27,7,27,141,27,4,0,27,2975,0.0,8,5,23,2,False,1.2962962962962963,0.25925925925925924,5.222222222222222,0.14814814814814814
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.sourcelookup.browsers,11,5,11,2,11,18,11,0,0,11,707,0.0,2,1,4,0,False,0.45454545454545453,0.18181818181818182,1.6363636363636365,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.stringsubstitution,15,14,15,7,15,46,15,3,1,15,1197,0.0,5,4,16,1,False,0.9333333333333333,0.4666666666666667,3.066666666666667,0.2
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views,8,18,8,3,8,61,8,1,1,8,1071,0.0,8,2,20,1,False,2.25,0.375,7.625,0.125
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.breakpoints,4,4,4,2,4,37,4,0,0,4,721,0.0,3,2,22,0,False,1.0,0.5,9.25,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.console,23,74,23,7,23,190,23,2,0,23,3515,1.0,30,2,48,1,True,3.217391304347826,0.30434782608695654,8.26086956521739,0.08695652173913043
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.expression,8,15,8,4,8,70,8,0,0,8,1265,0.0,7,2,24,0,False,1.875,0.5,8.75,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.launch,12,51,12,15,12,170,12,10,0,12,3513,0.0,16,13,68,5,False,4.25,1.25,14.166666666666666,0.8333333333333334
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.memory,41,90,41,61,41,246,41,4,9,41,7524,0.0,27,11,78,2,False,2.1951219512195124,1.4878048780487805,6.0,0.0975609756097561
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.registers,4,0,4,2,4,11,4,1,0,4,274,0.0,0,2,6,1,False,0.0,0.5,2.75,0.25
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.variables,17,62,17,10,17,213,17,1,2,17,3254,0.0,30,7,95,1,False,3.6470588235294117,0.5882352941176471,12.529411764705882,0.058823529411764705
org.eclipse.debug.ui,org.eclipse.debug.ui,14,45,14,10,14,254,14,37,11,14,6167,0.0,10,5,68,29,False,3.2142857142857144,0.7142857142857143,18.142857142857142,2.642857142857143
org.eclipse.debug.ui,org.eclipse.debug.ui.actions,12,22,12,0,12,84,12,0,3,12,1795,0.0,6,0,24,0,False,1.8333333333333333,0.0,7.0,0.0
org.eclipse.debug.ui,org.eclipse.debug.ui.console,2,7,2,0,2,10,2,0,5,2,546,1.0,5,0,6,0,True,3.5,0.0,5.0,0.0
org.eclipse.debug.ui,org.eclipse.debug.ui.sourcelookup,4,4,4,1,4,23,4,0,1,4,504,0.0,2,1,10,0,False,1.0,0.25,5.75,0.0
org.eclipse.help,org.eclipse.help,1,0,1,0,1,0,1,3,7,1,598,0.0,0,0,0,3,False,0.0,0.0,0.0,3.0
org.eclipse.help,org.eclipse.help.internal,3,6,3,10,3,10,3,10,1,3,379,0.0,3,8,6,5,False,2.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
org.eclipse.help,org.eclipse.help.internal.context,10,23,10,12,10,50,10,0,1,10,863,0.0,5,9,9,0,False,2.3,1.2,5.0,0.0
org.eclipse.help,org.eclipse.help.internal.model,0,0,0,0,0,0,0,0,5,0,149,0.0,0,0,0,0,False,,,,
org.eclipse.help,org.eclipse.help.internal.protocols,2,6,2,4,2,13,2,2,0,2,342,0.0,6,3,12,1,False,3.0,2.0,6.5,1.0
org.eclipse.help,org.eclipse.help.internal.toc,11,37,11,4,11,76,11,5,1,11,1419,0.0,10,2,16,4,False,3.3636363636363638,0.36363636363636365,6.909090909090909,0.45454545454545453
org.eclipse.help,org.eclipse.help.internal.util,3,1,3,6,3,5,3,14,0,3,360,0.0,1,6,4,10,False,0.3333333333333333,2.0,1.6666666666666667,4.666666666666667
org.eclipse.help.appserver,org.eclipse.help.internal.appserver,5,7,5,13,5,12,5,18,1,5,754,0.0,5,8,6,8,False,1.4,2.6,2.4,3.6
org.eclipse.help.base,org.eclipse.help.browser,0,0,0,0,0,0,0,0,2,0,105,0.0,0,0,0,0,False,,,,
org.eclipse.help.base,org.eclipse.help.internal.base,8,13,8,22,8,30,8,36,1,8,1260,0.0,9,9,10,14,False,1.625,2.75,3.75,4.5
org.eclipse.help.base,org.eclipse.help.internal.base.util,2,2,2,3,2,2,2,21,1,2,463,0.0,2,3,2,21,False,1.0,1.5,1.0,10.5
org.eclipse.help.base,org.eclipse.help.internal.browser,10,46,10,12,10,70,10,3,0,10,1196,0.0,13,9,24,2,False,4.6,1.2,7.0,0.3
org.eclipse.help.base,org.eclipse.help.internal.browser.macosx,2,0,2,1,2,9,2,1,0,2,124,0.0,0,1,7,1,False,0.0,0.5,4.5,0.5
org.eclipse.help.base,org.eclipse.help.internal.search,27,108,27,29,27,150,27,9,2,27,3785,0.0,20,9,27,7,False,4.0,1.0740740740740742,5.555555555555555,0.3333333333333333
org.eclipse.help.base,org.eclipse.help.internal.standalone,8,15,8,35,8,38,8,19,1,8,1274,0.0,7,18,12,15,False,1.875,4.375,4.75,2.375
org.eclipse.help.base,org.eclipse.help.internal.workingset,10,25,10,10,10,74,10,0,2,10,1409,0.0,6,8,24,0,False,2.5,1.0,7.4,0.0
org.eclipse.help.base,org.eclipse.help.standalone,2,2,2,0,2,8,2,2,0,2,274,0.0,1,0,6,1,False,1.0,0.0,4.0,1.0
org.eclipse.help.ide,org.eclipse.help.ui.internal.ide,2,1,2,5,2,3,2,11,1,2,293,0.0,1,4,3,8,False,0.5,2.5,1.5,5.5
org.eclipse.help.ide,org.eclipse.help.ui.internal.search,11,29,11,7,11,62,11,7,0,11,1013,0.0,8,2,14,7,False,2.6363636363636362,0.6363636363636364,5.636363636363637,0.6363636363636364
org.eclipse.help.ide,org.eclipse.help.ui.internal.workingset,5,9,5,3,5,44,5,0,0,5,753,0.0,6,3,18,0,False,1.8,0.6,8.8,0.0
org.eclipse.help.ui,org.eclipse.help.ui.browser,1,1,1,0,1,5,1,0,0,1,82,0.0,1,0,5,0,False,1.0,0.0,5.0,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal,13,31,13,21,13,120,13,19,2,13,2103,0.0,10,5,28,8,False,2.3846153846153846,1.6153846153846154,9.23076923076923,1.4615384615384615
org.eclipse.help.ui,org.eclipse.help.ui.internal.browser,3,7,3,0,3,20,3,0,0,3,372,0.0,6,0,11,0,False,2.3333333333333335,0.0,6.666666666666667,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal.browser.embedded,3,11,3,6,3,40,3,5,0,3,539,0.0,8,6,20,5,False,3.6666666666666665,2.0,13.333333333333334,1.6666666666666667
org.eclipse.help.ui,org.eclipse.help.ui.internal.util,2,0,2,1,2,4,2,7,0,2,209,0.0,0,1,3,6,False,0.0,0.5,2.0,3.5
org.eclipse.help.webapp,org.eclipse.help.internal.webapp,2,0,2,6,2,2,2,7,0,2,197,0.0,0,5,2,4,False,0.0,3.0,1.0,3.5
org.eclipse.help.webapp,org.eclipse.help.internal.webapp.data,16,49,16,24,16,143,16,27,0,16,2821,0.0,10,6,22,21,False,3.0625,1.5,8.9375,1.6875
org.eclipse.help.webapp,org.eclipse.help.internal.webapp.servlet,17,19,17,51,17,82,17,8,1,17,2320,0.0,6,28,13,5,False,1.1176470588235294,3.0,4.823529411764706,0.47058823529411764
org.eclipse.jdt.core,org.eclipse.jdt.core,20,66,20,227,20,106,20,170,41,20,19033,0.0,18,131,22,56,False,3.3,11.35,5.3,8.5
org.eclipse.jdt.core,org.eclipse.jdt.core.compiler,2,0,2,3,2,0,2,51,3,2,3822,0.0,0,2,0,51,False,0.0,1.5,0.0,25.5
org.eclipse.jdt.core,org.eclipse.jdt.core.dom,129,318,129,567,129,2250,129,133,7,129,50965,0.0,14,93,168,14,False,2.4651162790697674,4.395348837209302,17.441860465116278,1.0310077519379846
org.eclipse.jdt.core,org.eclipse.jdt.core.dom.rewrite,2,6,2,0,2,33,2,1,1,2,858,0.0,3,0,18,1,False,3.0,0.0,16.5,0.5
org.eclipse.jdt.core,org.eclipse.jdt.core.eval,0,0,0,0,0,0,0,0,3,0,624,0.0,0,0,0,0,False,,,,
org.eclipse.jdt.core,org.eclipse.jdt.core.formatter,2,0,2,192,2,1,2,9,0,2,2563,0.0,0,187,1,9,False,0.0,96.0,0.5,4.5
org.eclipse.jdt.core,org.eclipse.jdt.core.jdom,2,0,2,1,2,17,2,0,10,2,1526,0.0,0,1,17,0,False,0.0,0.5,8.5,0.0
org.eclipse.jdt.core,org.eclipse.jdt.core.search,19,22,19,8,19,84,19,22,5,19,4289,0.0,7,5,31,11,False,1.1578947368421053,0.42105263157894735,4.421052631578948,1.1578947368421053
org.eclipse.jdt.core,org.eclipse.jdt.core.util,5,0,5,13,5,208,5,1,36,5,4867,0.0,0,9,205,1,False,0.0,2.6,41.6,0.2
org.eclipse.jdt.core,org.eclipse.jdt.internal.antadapter,1,0,1,2,1,0,1,2,0,1,54,0.0,0,2,0,2,False,0.0,2.0,0.0,2.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist,3,41,3,17,3,99,3,0,5,3,4911,0.0,28,16,72,0,False,13.666666666666666,5.666666666666667,33.0,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete,31,37,31,60,31,234,31,0,1,31,4902,0.0,8,50,101,0,False,1.1935483870967742,1.935483870967742,7.548387096774194,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl,3,26,3,20,3,81,3,0,1,3,1638,0.0,11,12,72,0,False,8.666666666666666,6.666666666666667,27.0,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select,18,7,18,3,18,71,18,0,0,18,1809,0.0,3,2,37,0,False,0.3888888888888889,0.16666666666666666,3.9444444444444446,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler,10,74,10,7,10,379,10,10,6,10,8167,0.0,18,3,167,4,False,7.4,0.7,37.9,1.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.ast,98,310,98,100,98,731,98,33,1,98,21813,1.0,24,73,39,20,True,3.163265306122449,1.0204081632653061,7.459183673469388,0.336734693877551
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.batch,6,43,6,7,6,47,6,9,1,6,2125,0.0,27,4,20,9,False,7.166666666666667,1.1666666666666667,7.833333333333333,1.5
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.classfmt,6,52,6,31,6,86,6,8,1,6,1889,0.0,18,30,31,6,False,8.666666666666666,5.166666666666667,14.333333333333334,1.3333333333333333
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.codegen,13,88,13,125,13,436,13,3,3,13,10389,0.0,27,115,283,3,False,6.769230769230769,9.615384615384615,33.53846153846154,0.23076923076923078
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.env,1,3,1,0,1,6,1,0,15,1,837,0.0,3,0,6,0,False,3.0,0.0,6.0,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.flow,11,35,11,6,11,125,11,4,0,11,2139,0.0,8,3,25,3,False,3.1818181818181817,0.5454545454545454,11.363636363636363,0.36363636363636365
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.impl,11,39,11,114,11,98,11,31,2,11,2858,0.0,30,110,13,29,False,3.5454545454545454,10.363636363636363,8.909090909090908,2.8181818181818183
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.lookup,34,145,34,31,34,455,34,4,8,34,11337,0.0,17,6,57,2,False,4.264705882352941,0.9117647058823529,13.382352941176471,0.11764705882352941
