file,NOF_num,NOF_max,NOF_total,NSF_num,NSF_max,NSF_total,NOM_num,NOM_max,NOM_total,NSM_num,NSM_max,NSM_total,NOI,NOT,TLOC,pre,post,NOF_avg,NSF_avg,NOM_avg,NSM_avg
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\IgnoreWhiteSpaceAction.java,1,0,0,1,0,0,1,0,0,1,0,0,0,1,26,0.0,0.0,0.0,0.0,0.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ImageCanvas.java,1,1,1,1,0,0,1,8,8,1,0,0,0,1,142,0.0,0.0,1.0,0.0,8.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ImageMergeViewer.java,1,6,6,1,1,1,1,6,6,1,1,1,0,1,144,0.0,0.0,6.0,1.0,6.0,1.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ImageMergeViewerCreator.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,30,0.0,0.0,0.0,0.0,1.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\INavigatable.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\IOpenable.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ISavable.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\IStructureCreatorDescriptor.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\IViewerDescriptor.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ListContentProvider.java,1,1,1,1,0,0,1,4,4,1,0,0,0,1,47,0.0,0.0,1.0,0.0,4.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ListDialog.java,1,5,5,1,0,0,1,10,10,1,0,0,0,1,90,0.0,0.0,5.0,0.0,10.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\MergeSourceViewer.java,2,6,7,2,8,8,2,29,32,2,0,0,0,2,392,0.0,0.0,3.5,4.0,16.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\MergeViewerAction.java,1,3,3,1,0,0,1,4,4,1,0,0,0,1,43,0.0,0.0,3.0,0.0,4.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\MergeViewerContentProvider.java,1,1,1,1,0,0,1,16,16,1,0,0,0,1,162,0.0,0.0,1.0,0.0,16.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\NullViewer.java,1,1,1,1,0,0,1,1,1,1,0,0,0,1,35,0.0,0.0,1.0,0.0,1.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\OverlayPreferenceStore.java,4,6,8,4,6,6,4,42,43,4,0,0,0,4,451,0.0,0.0,2.0,1.5,10.75,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\CompareWithPatchAction.java,2,2,2,2,0,0,2,11,11,2,0,0,0,2,160,0.0,0.0,1.0,0.0,5.5,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\Diff.java,1,8,8,1,0,0,1,9,9,1,0,0,0,1,102,0.0,0.0,8.0,0.0,9.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\Hunk.java,1,8,8,1,0,0,1,6,6,1,0,0,0,1,132,0.0,0.0,8.0,0.0,6.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\InputPatchPage.java,1,8,8,1,5,5,1,22,22,1,1,1,0,1,522,0.0,0.0,8.0,5.0,22.0,1.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\LineReader.java,1,5,5,1,0,0,1,6,6,1,0,0,0,1,132,0.0,0.0,5.0,0.0,6.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\Patcher.java,1,9,9,1,5,5,1,30,30,1,2,2,0,1,1055,0.0,0.0,9.0,5.0,30.0,2.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PatchErrorDialog.java,1,0,0,1,0,0,1,0,0,1,0,0,0,1,19,0.0,0.0,0.0,0.0,0.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PatchMessages.java,1,0,0,1,2,2,1,0,0,1,1,1,0,1,32,0.0,0.0,0.0,2.0,0.0,1.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PatchWizard.java,1,5,5,1,1,1,1,7,7,1,1,1,0,1,151,0.0,0.0,5.0,1.0,7.0,1.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\patch\PreviewPatchPage.java,2,16,18,2,1,1,2,30,34,2,0,0,0,2,729,0.0,0.0,9.0,0.5,17.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ReplaceWithEditionAction.java,1,0,0,1,0,0,1,0,0,1,0,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ReplaceWithPreviousEditionAction.java,1,0,0,1,0,0,1,0,0,1,0,0,0,1,21,0.0,0.0,0.0,0.0,0.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ResizableDialog.java,1,4,4,1,5,5,1,8,8,1,0,0,0,1,161,0.0,0.0,4.0,5.0,8.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ResourceCompareInput.java,2,13,16,2,1,1,2,17,21,2,2,2,0,2,341,0.0,0.0,8.0,0.5,10.5,1.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ShowPseudoConflicts.java,1,0,0,1,0,0,1,0,0,1,0,0,0,1,26,0.0,0.0,0.0,0.0,0.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\SimpleTextViewer.java,1,2,2,1,0,0,1,4,4,1,0,0,0,1,65,0.0,0.0,2.0,0.0,4.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\TabFolderLayout.java,1,0,0,1,0,0,1,2,2,1,0,0,0,1,53,0.0,0.0,0.0,0.0,2.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\TextMergeViewerCreator.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,31,0.0,0.0,0.0,0.0,1.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\TextViewerCreator.java,1,0,0,1,0,0,1,1,1,1,0,0,0,1,32,0.0,0.0,0.0,0.0,1.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\TimeoutContext.java,4,21,42,4,0,0,4,29,58,4,1,1,0,4,384,0.0,0.0,10.5,0.0,14.5,0.25
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\TokenComparator.java,1,5,5,1,0,0,1,5,5,1,0,0,0,1,176,0.0,0.0,5.0,0.0,5.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\Utilities.java,1,0,0,1,0,0,1,0,0,1,22,22,0,1,401,0.0,0.0,0.0,0.0,0.0,22.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ViewerDescriptor.java,1,3,3,1,2,2,1,2,2,1,0,0,0,1,64,0.0,0.0,3.0,2.0,2.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\internal\ViewerSwitchingCancelled.java,1,0,0,1,0,0,1,0,0,1,0,0,0,1,17,0.0,0.0,0.0,0.0,0.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\IPropertyChangeNotifier.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\IStreamContentAccessor.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\ITypedElement.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\IViewerCreator.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\NavigationAction.java,1,2,2,1,0,0,1,2,2,1,0,0,0,1,71,0.0,0.0,2.0,0.0,2.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\DifferencesIterator.java,1,4,4,1,0,0,1,4,4,1,0,0,0,1,77,0.0,0.0,4.0,0.0,4.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\IRangeComparator.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\LinkedRangeDifference.java,1,1,1,1,4,4,1,4,4,1,0,0,0,1,59,0.0,0.0,1.0,4.0,4.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\RangeDifference.java,1,7,7,1,7,7,1,11,11,1,0,0,0,1,208,0.0,0.0,7.0,7.0,11.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\rangedifferencer\RangeDifferencer.java,1,0,0,1,1,1,1,0,0,1,13,13,0,1,542,0.0,0.0,0.0,1.0,0.0,13.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\ResourceNode.java,1,2,2,1,0,0,1,13,13,1,0,0,0,1,196,0.0,0.0,2.0,0.0,13.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\Splitter.java,1,0,0,1,1,1,1,4,4,1,0,0,0,1,129,0.0,0.0,0.0,1.0,4.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffContainer.java,1,1,1,1,1,1,1,6,6,1,0,0,0,1,111,0.0,0.0,1.0,1.0,6.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffElement.java,1,2,2,1,0,0,1,6,6,1,0,0,0,1,91,0.0,0.0,2.0,0.0,6.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\Differencer.java,2,5,10,2,10,10,2,10,12,2,0,0,0,2,522,0.0,0.0,5.0,5.0,6.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffNode.java,1,6,6,1,0,0,1,18,18,1,1,1,0,1,357,0.0,0.0,6.0,0.0,18.0,1.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DiffTreeViewer.java,5,8,8,5,0,0,5,41,54,5,0,0,0,5,719,0.0,0.0,1.6,0.0,10.8,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\DocumentRangeNode.java,1,6,6,1,1,1,1,18,18,1,0,0,0,1,342,0.0,0.0,6.0,1.0,18.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\ICompareInput.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\ICompareInputChangeListener.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IDiffContainer.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IDiffElement.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IStructureComparator.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\IStructureCreator.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,0.0,0.0,,,,
eclipse\org.eclipse.compare\compare\org\eclipse\compare\structuremergeviewer\StructureDiffViewer.java,1,13,13,1,0,0,1,20,20,1,0,0,0,1,372,0.0,0.0,13.0,0.0,20.0,0.0
eclipse\org.eclipse.compare\compare\org\eclipse\compare\ZipFileStructureCreator.java,4,4,7,4,0,0,4,21,34,4,0,0,0,4,314,0.0,0.0,1.75,0.0,8.5,0.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\boot\BootLoader.java,1,0,0,1,22,22,1,0,0,1,23,23,0,1,557,0.0,0.0,0.0,22.0,0.0,23.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\boot\IPlatformConfiguration.java,0,0,0,0,0,0,0,0,0,0,0,0,4,0,570,0.0,0.0,,,,
eclipse\org.eclipse.core.boot\src\org\eclipse\core\boot\IPlatformRunnable.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0.0,0.0,,,,
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\ClassloaderStats.java,1,6,6,1,5,5,1,12,12,1,9,9,0,1,231,0.0,0.0,6.0,5.0,12.0,9.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\ClassStats.java,1,11,11,1,1,1,1,19,19,1,1,1,0,1,126,0.0,0.0,11.0,1.0,19.0,1.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\DelegatingURLClassLoader.java,3,8,11,3,26,26,3,46,53,3,6,6,0,3,945,0.0,0.0,3.6666666666666665,8.666666666666666,17.666666666666668,2.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\InternalBootLoader.java,1,0,0,1,74,74,1,0,0,1,44,44,0,1,1076,0.0,0.0,0.0,74.0,0.0,44.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformClassLoader.java,1,0,0,1,1,1,1,5,5,1,1,1,0,1,114,0.0,0.0,0.0,1.0,5.0,1.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformConfiguration.java,7,58,94,7,85,92,7,119,161,7,12,12,1,7,2929,0.0,0.0,13.428571428571429,13.142857142857142,23.0,1.7142857142857142
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLBaseConnection.java,1,0,0,1,3,3,1,2,2,1,1,1,0,1,51,0.0,0.0,0.0,3.0,2.0,1.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLConnection.java,1,5,5,1,16,16,1,16,16,1,4,4,0,1,459,0.0,0.0,5.0,16.0,16.0,4.0
eclipse\org.eclipse.core.boot\src\org\eclipse\core\internal\boot\PlatformURLHandler.java,1,0,0,1,6,6,1,1,1,1,1,1,0,1,73,0.0,0.0,0.0,6.0,1.0,1.0
