file,NOF_avg,NOF_max,NOF_total,NSF_avg,NSF_max,NSF_total
com.sun.jdi.InternalException.java,1.0,1,1,0.0,0,0
com.sun.jdi.InvalidCodeIndexException.java,0.0,0,0,0.0,0,0
com.sun.jdi.InvalidLineNumberException.java,0.0,0,0,0.0,0,0
com.sun.jdi.InvalidStackFrameException.java,0.0,0,0,0.0,0,0
com.sun.jdi.InvalidTypeException.java,0.0,0,0,0.0,0,0
com.sun.jdi.InvocationException.java,1.0,1,1,0.0,0,0
com.sun.jdi.LocalVariable.java,1,0,0,1,0,0
com.sun.jdi.Locatable.java,1,0,0,1,0,0
com.sun.jdi.Location.java,1,0,0,1,0,0
com.sun.jdi.LongType.java,1,0,0,1,0,0
com.sun.jdi.LongValue.java,1,0,0,1,0,0
com.sun.jdi.Method.java,1,0,0,1,0,0
com.sun.jdi.Mirror.java,1,0,0,1,0,0
com.sun.jdi.NativeMethodException.java,0.0,0,0,0.0,0,0
com.sun.jdi.ObjectCollectedException.java,0.0,0,0,0.0,0,0
com.sun.jdi.ObjectReference.java,1,0,0,1,0,0
com.sun.jdi.PathSearchingVirtualMachine.java,1,0,0,1,0,0
com.sun.jdi.PrimitiveType.java,1,0,0,1,0,0
com.sun.jdi.PrimitiveValue.java,1,0,0,1,0,0
com.sun.jdi.ReferenceType.java,1,0,0,1,0,0
com.sun.jdi.request.AccessWatchpointRequest.java,1,0,0,1,0,0
com.sun.jdi.request.BreakpointRequest.java,1,0,0,1,0,0
com.sun.jdi.request.ClassPrepareRequest.java,1,0,0,1,0,0
com.sun.jdi.request.ClassUnloadRequest.java,1,0,0,1,0,0
com.sun.jdi.request.DuplicateRequestException.java,0.0,0,0,0.0,0,0
com.sun.jdi.request.EventRequest.java,1,0,0,1,0,0
com.sun.jdi.request.EventRequestManager.java,1,0,0,1,0,0
com.sun.jdi.request.ExceptionRequest.java,1,0,0,1,0,0
com.sun.jdi.request.InvalidRequestStateException.java,0.0,0,0,0.0,0,0
com.sun.jdi.request.MethodEntryRequest.java,1,0,0,1,0,0
com.sun.jdi.request.MethodExitRequest.java,1,0,0,1,0,0
com.sun.jdi.request.ModificationWatchpointRequest.java,1,0,0,1,0,0
com.sun.jdi.request.StepRequest.java,1,0,0,1,0,0
com.sun.jdi.request.ThreadDeathRequest.java,1,0,0,1,0,0
com.sun.jdi.request.ThreadStartRequest.java,1,0,0,1,0,0
com.sun.jdi.request.UserDefinedRequest.java,1,0,0,1,0,0
com.sun.jdi.request.VMDeathRequest.java,1,0,0,1,0,0
com.sun.jdi.request.WatchpointRequest.java,1,0,0,1,0,0
com.sun.jdi.ShortType.java,1,0,0,1,0,0
com.sun.jdi.ShortValue.java,1,0,0,1,0,0
com.sun.jdi.StackFrame.java,1,0,0,1,0,0
com.sun.jdi.StringReference.java,1,0,0,1,0,0
com.sun.jdi.ThreadGroupReference.java,1,0,0,1,0,0
com.sun.jdi.ThreadReference.java,1,0,0,1,0,0
com.sun.jdi.Type.java,1,0,0,1,0,0
com.sun.jdi.TypeComponent.java,1,0,0,1,0,0
com.sun.jdi.Value.java,1,0,0,1,0,0
com.sun.jdi.VirtualMachine.java,1,0,0,1,0,0
com.sun.jdi.VirtualMachineManager.java,1,0,0,1,0,0
com.sun.jdi.VMCannotBeModifiedException.java,0.0,0,0,0.0,0,0
com.sun.jdi.VMDisconnectedException.java,0.0,0,0,0.0,0,0
com.sun.jdi.VMMismatchException.java,0.0,0,0,0.0,0,0
com.sun.jdi.VMOutOfMemoryException.java,0.0,0,0,0.0,0,0
com.sun.jdi.VoidType.java,1,0,0,1,0,0
com.sun.jdi.VoidValue.java,1,0,0,1,0,0
org.apache.lucene.demo.html.Entities.java,0.0,0,0,2.0,2,2
org.apache.lucene.demo.html.HTMLParser.java,11.25,41,45,0.5,2,2
org.apache.lucene.demo.html.HTMLParserConstants.java,1,0,0,1,0,0
org.apache.lucene.demo.html.HTMLParserTokenManager.java,11.0,11,11,8.0,8,8
org.apache.lucene.demo.html.ParseException.java,5.0,5,5,0.0,0,0
org.apache.lucene.demo.html.ParserThread.java,1.0,1,1,0.0,0,0
org.apache.lucene.demo.html.SimpleCharStream.java,14.0,14,14,1.0,1,1
org.apache.lucene.demo.html.Tags.java,0.0,0,0,1.0,1,1
org.apache.lucene.demo.html.Token.java,8.0,8,8,0.0,0,0
org.apache.lucene.demo.html.TokenMgrError.java,1.0,1,1,4.0,4,4
org.eclipse.ant.core.AntCorePlugin.java,1.0,1,1,18.0,18,18
org.eclipse.ant.core.AntCorePreferences.java,18.0,18,18,0.0,0,0
org.eclipse.ant.core.AntRunner.java,11.0,11,11,1.0,1,1
org.eclipse.ant.core.AntSecurityException.java,0.0,0,0,0.0,0,0
org.eclipse.ant.core.IAntClasspathEntry.java,1,0,0,1,0,0
org.eclipse.ant.core.IAntPropertyValueProvider.java,1,0,0,1,0,0
org.eclipse.ant.core.ProjectInfo.java,2.0,2,2,0.0,0,0
org.eclipse.ant.core.Property.java,7.0,7,7,0.0,0,0
org.eclipse.ant.core.TargetInfo.java,5.0,5,5,0.0,0,0
org.eclipse.ant.core.Task.java,0.0,0,0,0.0,0,0
org.eclipse.ant.core.Type.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.core.ant.AntSecurityManager.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.core.ant.DemuxInputStreamSetter.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.core.ant.InputHandlerSetter.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.core.ant.InternalAntMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.core.ant.InternalAntRunner.java,24.0,24,24,0.0,0,0
org.eclipse.ant.internal.core.ant.InternalProject.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.core.ant.NullInputHandler.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.core.ant.ProgressBuildListener.java,6.0,8,12,0.0,0,0
org.eclipse.ant.internal.core.AntClassLoader.java,2.0,2,2,1.0,1,1
org.eclipse.ant.internal.core.AntClasspathEntry.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.core.AntObject.java,6.0,6,6,0.0,0,0
org.eclipse.ant.internal.core.AntPropertyValueProvider.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.core.IAntCoreConstants.java,1,0,0,1,0,0
org.eclipse.ant.internal.core.InternalCoreAntMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.antsupport.AntSecurityException.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.antsupport.AntSecurityManager.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.antsupport.AntSupportMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.antsupport.DemuxInputStreamSetter.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.antsupport.inputhandler.AntInputHandler.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.antsupport.InputHandlerSetter.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.antsupport.InternalAntMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.antsupport.InternalAntRunner.java,22.0,22,22,1.0,1,1
org.eclipse.ant.internal.ui.antsupport.logger.AntProcessBuildLogger.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.antsupport.logger.MessageIds.java,0.0,0,0,3.0,3,3
org.eclipse.ant.internal.ui.antsupport.logger.NullBuildLogger.java,5.0,5,5,0.0,0,0
org.eclipse.ant.internal.ui.antsupport.logger.RemoteAntBuildLogger.java,8.0,8,8,0.0,0,0
org.eclipse.ant.internal.ui.console.AntConsoleColorProvider.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.console.BuildFailedTracker.java,4.0,4,4,0.0,0,0
org.eclipse.ant.internal.ui.console.JavacLineTracker.java,6.0,6,6,0.0,0,0
org.eclipse.ant.internal.ui.console.TaskLineTracker.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.datatransfer.AntBuildfileImportWizard.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.datatransfer.DataTransferMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.datatransfer.ExternalAntBuildfileImportPage.java,3.0,6,6,0.5,1,1
org.eclipse.ant.internal.ui.datatransfer.ProjectCreator.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.dtd.AntDTDMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.dtd.IAtom.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.IAttribute.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.IDfm.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.IElement.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.IModel.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.ISchema.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.ParseError.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.dtd.Parser.java,1.3333333333333333,2,4,1.0,3,3
org.eclipse.ant.internal.ui.dtd.schema.AntDTDSchemaMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.dtd.schema.Atom.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.dtd.schema.Attribute.java,6.0,6,6,0.0,0,0
org.eclipse.ant.internal.ui.dtd.schema.Dfm.java,5.0,5,5,2.0,2,2
org.eclipse.ant.internal.ui.dtd.schema.Element.java,7.0,7,7,1.0,1,1
org.eclipse.ant.internal.ui.dtd.schema.Model.java,8.0,8,8,2.0,2,2
org.eclipse.ant.internal.ui.dtd.schema.Nfm.java,3.0,3,3,1.0,1,1
org.eclipse.ant.internal.ui.dtd.schema.NfmNode.java,6.0,6,6,2.0,2,2
org.eclipse.ant.internal.ui.dtd.schema.NfmParser.java,3.0,3,6,0.0,0,0
org.eclipse.ant.internal.ui.dtd.schema.Schema.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.dtd.schema.SchemaFactory.java,6.0,6,6,1.0,1,1
org.eclipse.ant.internal.ui.dtd.util.AntDTDUtilMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.dtd.util.Factory.java,1.5,2,3,0.0,0,0
org.eclipse.ant.internal.ui.dtd.util.FactoryObject.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.util.IKeyHolder.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.util.IMapHolder.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.util.IValueHolder.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.dtd.util.MapHolder.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.dtd.util.SortedMap.java,2.5,4,5,0.0,0,0
org.eclipse.ant.internal.ui.dtd.util.SortedMapFactory.java,0.0,0,0,1.0,3,3
org.eclipse.ant.internal.ui.dtd.util.SortedSet.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.editor.AbstractAntSourceViewerConfiguration.java,4.0,4,4,0.0,0,0
org.eclipse.ant.internal.ui.editor.AntAutoIndentStrategy.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.editor.AntCompletionProposal.java,8.0,8,8,3.0,3,3
org.eclipse.ant.internal.ui.editor.AntEditor.java,3.0,9,12,0.0,0,0
org.eclipse.ant.internal.ui.editor.AntEditorActionContributor.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.editor.AntEditorCompletionProcessor.java,12.0,12,12,10.0,10,10
org.eclipse.ant.internal.ui.editor.AntEditorMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.editor.AntEditorSourceViewerConfiguration.java,4.0,4,4,0.0,0,0
org.eclipse.ant.internal.ui.editor.derived.HTML2TextReader.java,6.0,6,6,3.0,3,3
org.eclipse.ant.internal.ui.editor.derived.HTMLPrinter.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.derived.HTMLTextPresenter.java,2.0,2,2,1.0,1,1
org.eclipse.ant.internal.ui.editor.derived.LineBreakingReader.java,6.0,6,6,0.0,0,0
org.eclipse.ant.internal.ui.editor.derived.SingleCharReader.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.derived.SubstitutionTextReader.java,7.0,7,7,1.0,1,1
org.eclipse.ant.internal.ui.editor.formatter.FormattingPreferences.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.formatter.XmlDocumentFormatter.java,2.375,11,19,0.5,2,4
org.eclipse.ant.internal.ui.editor.formatter.XmlDocumentFormattingStrategy.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.editor.formatter.XmlElementFormattingStrategy.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.editor.formatter.XmlFormatter.java,0.0,0,0,1.0,1,1
org.eclipse.ant.internal.ui.editor.formatter.XmlTagFormatter.java,2.4285714285714284,8,17,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.AntDefiningTaskNode.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.AntElementNode.java,15.0,15,15,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.AntImportNode.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.AntModelMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.editor.model.AntProjectNode.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.AntPropertyNode.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.AntTargetNode.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.AntTaskNode.java,4.0,4,4,0.0,0,0
org.eclipse.ant.internal.ui.editor.model.IAntModelConstants.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.editor.OpenDeclarationAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.AntEditorContentOutlinePage.java,2.25,18,18,0.25,2,2
org.eclipse.ant.internal.ui.editor.outline.AntEditorMarkerUpdater.java,2.5,4,5,0.5,1,1
org.eclipse.ant.internal.ui.editor.outline.AntModel.java,24.0,24,24,2.0,2,2
org.eclipse.ant.internal.ui.editor.outline.AntModelProject.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.AntOutlineMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.editor.outline.DocumentModelChangeEvent.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.FilterImportedElementsAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.FilterInternalTargetsAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.FilterPropertiesAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.FilterTopLevelAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.IDocumentModelListener.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.editor.outline.IProblem.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.editor.outline.IProblemRequestor.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.editor.outline.LocationProvider.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.ToggleLinkWithEditorAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.ToggleSortAntOutlineAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.outline.XMLCore.java,1.0,1,1,1.0,1,1
org.eclipse.ant.internal.ui.editor.outline.XMLProblem.java,5.0,5,5,4.0,4,4
org.eclipse.ant.internal.ui.editor.TaskDescriptionProvider.java,1.0,1,1,12.0,12,12
org.eclipse.ant.internal.ui.editor.templates.AntContext.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.AntSourceViewerInformationControl.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.AntTemplateAccess.java,2.0,2,2,2.0,2,2
org.eclipse.ant.internal.ui.editor.templates.AntTemplateInformationControlCreator.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.AntTemplatePreferencePage.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.AntTemplateProposal.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.AntTemplateVariableTextHover.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.AntTemplateViewerConfiguration.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.AntVariableResolver.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.templates.BuildFileContextType.java,0.0,0,0,1.0,1,1
org.eclipse.ant.internal.ui.editor.templates.TaskContextType.java,0.0,0,0,1.0,1,1
org.eclipse.ant.internal.ui.editor.text.AbstractAntEditorScanner.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.AnnotationAccess.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.AntDocumentFactory.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.AntDocumentSetupParticipant.java,0.0,0,0,1.0,1,1
org.eclipse.ant.internal.ui.editor.text.AntEditorDocumentProvider.java,4.6,11,23,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.AntEditorPartitionScanner.java,0.0,0,0,3.0,3,3
org.eclipse.ant.internal.ui.editor.text.AntEditorProcInstrScanner.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.AntEditorTagScanner.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.AntEditorTextMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.editor.text.AntEditorWhitespaceDetector.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.AntStorageDocumentProvider.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.FileScanner.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.IAntEditorColorConstants.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.editor.text.IReconcilingParticipant.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.editor.text.IXMLAnnotation.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.editor.text.MultilineDamagerRepairer.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.NotifyingReconciler.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.PartiallySynchronizedDocument.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.TagRule.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.XMLAnnotationHover.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.XMLAnnotationIterator.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.XMLMarkerAnnotation.java,3.0,3,3,5.0,5,5
org.eclipse.ant.internal.ui.editor.text.XMLProblemAnnotation.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.editor.text.XMLReconcilingStrategy.java,1.0,1,1,1.0,1,1
org.eclipse.ant.internal.ui.editor.text.XMLTextHover.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.editor.tools.TaskXMLFileMerger.java,3.0,3,3,16.0,16,16
org.eclipse.ant.internal.ui.editor.utils.ProjectHelper.java,0.625,3,5,1.25,10,10
org.eclipse.ant.internal.ui.editor.utils.ProjectHelperMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.launchConfigurations.AddVariableStringAction.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntBuilderTabGroup.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntBuildTab.java,4.0,8,8,1.0,2,2
org.eclipse.ant.internal.ui.launchConfigurations.AntClasspathProvider.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntClasspathTab.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntEnvironmentTab.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntHomeClasspathEntry.java,1.0,1,1,1.0,1,1
org.eclipse.ant.internal.ui.launchConfigurations.AntJavaLaunchDelegate.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntJRETab.java,2.0,2,2,1.0,1,1
org.eclipse.ant.internal.ui.launchConfigurations.AntLaunchConfigurationMessages.java,0.0,0,0,2.0,2,2
org.eclipse.ant.internal.ui.launchConfigurations.AntLaunchDelegate.java,0.0,0,0,5.0,5,5
org.eclipse.ant.internal.ui.launchConfigurations.AntLaunchShortcut.java,1.0,1,1,1.0,1,1
org.eclipse.ant.internal.ui.launchConfigurations.AntLaunchShortcutWithDialog.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntMainTab.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntProcess.java,7.0,7,7,1.0,1,1
org.eclipse.ant.internal.ui.launchConfigurations.AntPropertiesTab.java,2.0,2,2,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntStreamMonitor.java,3.0,3,3,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntStreamsProxy.java,5.0,5,5,3.0,3,3
org.eclipse.ant.internal.ui.launchConfigurations.AntTabGroup.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntTargetContentProvider.java,5.0,5,5,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.AntTargetsTab.java,6.5,13,13,2.5,5,5
org.eclipse.ant.internal.ui.launchConfigurations.AntWorkingDirectoryBlock.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.ContributedClasspathEntriesEntry.java,0.0,0,0,1.0,1,1
org.eclipse.ant.internal.ui.launchConfigurations.EditAntHomeEntryAction.java,1.0,1,1,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.IAntLaunchConfigurationConstants.java,1,0,0,1,0,0
org.eclipse.ant.internal.ui.launchConfigurations.MessageIds.java,0.0,0,0,3.0,3,3
org.eclipse.ant.internal.ui.launchConfigurations.RemoteAntBuildListener.java,4.0,11,12,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.RemoteAntProcessFactory.java,0.0,0,0,0.0,0,0
org.eclipse.ant.internal.ui.launchConfigurations.RemoteAntRuntimeProcess.java,0.0,0,0,0.0,0,0
