plugin,package,NOF_num,NOF_total,NSF_num,NSF_total,NOM_num,NOM_total,NSM_num,NSM_total,NOI,NOT,TLOC,num_of_bug,NOF_max,NSF_max,NOM_max,NSM_max,buggy,NOF_avg,NSF_avg,NOM_avg,NSM_avg
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.antsupport.logger.util,2,17,2,26,2,43,2,1,1,2,586,0.0,17,24,43,1,False,8.5,13.0,21.5,0.5
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.console,6,3,6,3,6,20,6,0,0,6,425,4.0,2,2,7,0,True,0.5,0.5,3.3333333333333335,0.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.datatransfer,14,35,14,41,14,85,14,44,0,14,3158,7.0,13,35,23,32,True,2.5,2.9285714285714284,6.071428571428571,3.142857142857143
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.debug,5,1,5,2,5,7,5,0,2,5,300,0.0,1,2,3,0,False,0.2,0.4,1.4,0.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.debug.model,14,37,14,40,14,171,14,0,0,14,2335,2.0,9,24,37,0,True,2.642857142857143,2.857142857142857,12.214285714285714,0.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.dtd,5,4,5,7,5,12,5,0,6,5,608,2.0,2,3,9,0,True,0.8,1.4,2.4,0.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.dtd.schema,12,51,12,17,12,95,12,25,0,12,1891,4.0,8,8,18,13,True,4.25,1.4166666666666667,7.916666666666667,2.0833333333333335
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.dtd.util,10,13,10,6,10,60,10,5,4,10,816,2.0,4,3,25,5,True,1.3,0.6,6.0,0.5
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor,20,83,20,32,20,264,20,10,0,20,5209,6.0,27,12,82,3,True,4.15,1.6,13.2,0.5
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.actions,17,26,17,2,17,73,17,2,0,17,1588,3.0,6,2,11,2,True,1.5294117647058822,0.11764705882352941,4.294117647058823,0.11764705882352941
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.derived,6,21,6,5,6,35,6,12,0,6,931,0.0,7,3,12,12,False,3.5,0.8333333333333334,5.833333333333333,2.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.formatter,19,46,19,7,19,157,19,21,0,19,1470,3.0,12,2,36,11,True,2.4210526315789473,0.3684210526315789,8.263157894736842,1.105263157894737
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.outline,12,26,12,12,12,57,12,0,0,12,991,8.0,15,10,33,0,True,2.1666666666666665,1.0,4.75,0.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.templates,10,5,10,4,10,23,10,1,0,10,573,0.0,2,2,5,1,False,0.5,0.4,2.3,0.1
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.text,25,19,25,14,25,82,25,2,2,25,2140,3.0,3,5,12,2,True,0.76,0.56,3.28,0.08
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.tools,1,3,1,16,1,11,1,1,0,1,336,0.0,3,16,11,1,False,3.0,16.0,11.0,1.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.editor.utils,9,7,9,14,9,62,9,7,0,9,742,2.0,4,12,34,6,True,0.7777777777777778,1.5555555555555556,6.888888888888889,0.7777777777777778
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.launchConfigurations,40,96,40,119,40,298,40,18,1,40,6582,14.0,15,83,37,7,True,2.4,2.975,7.45,0.45
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.model,21,85,21,23,21,299,21,4,5,21,5104,13.0,35,15,111,2,True,4.0476190476190474,1.0952380952380953,14.238095238095237,0.19047619047619047
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.preferences,43,182,43,211,43,492,43,8,2,43,8431,18.0,25,153,47,4,True,4.232558139534884,4.906976744186046,11.44186046511628,0.18604651162790697
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.views,4,17,4,13,4,53,4,0,0,4,954,2.0,14,9,41,0,True,4.25,3.25,13.25,0.0
org.eclipse.ant.ui,org.eclipse.ant.internal.ui.views.actions,12,19,12,42,12,61,12,0,0,12,1478,10.0,7,38,20,0,True,1.5833333333333333,3.5,5.083333333333333,0.0
org.eclipse.compare,org.eclipse.compare,15,73,15,18,15,167,15,23,12,15,3977,0.0,31,9,41,20,False,4.866666666666666,1.2,11.133333333333333,1.5333333333333334
org.eclipse.compare,org.eclipse.compare.contentmergeviewer,9,148,9,24,9,243,9,9,3,9,5614,0.0,85,18,154,9,False,16.444444444444443,2.6666666666666665,27.0,1.0
org.eclipse.compare,org.eclipse.compare.internal,64,167,64,119,64,385,64,82,5,64,8289,0.0,16,35,42,32,False,2.609375,1.859375,6.015625,1.28125
org.eclipse.compare,org.eclipse.compare.internal.merge,3,1,3,5,3,5,3,0,0,3,197,0.0,1,5,4,0,False,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0
org.eclipse.compare,org.eclipse.compare.internal.patch,12,55,12,65,12,128,12,3,0,12,3108,0.0,11,51,32,2,False,4.583333333333333,5.416666666666667,10.666666666666666,0.25
org.eclipse.compare,org.eclipse.compare.rangedifferencer,4,12,4,10,4,19,4,13,1,4,938,0.0,7,7,11,13,False,3.0,2.5,4.75,3.25
org.eclipse.compare,org.eclipse.compare.structuremergeviewer,12,45,12,13,12,136,12,1,6,12,3012,0.0,12,10,41,1,False,3.75,1.0833333333333333,11.333333333333334,0.08333333333333333
org.eclipse.core.commands,org.eclipse.core.commands,15,30,15,23,15,87,15,2,9,15,3226,3.0,7,7,20,2,True,2.0,1.5333333333333334,5.8,0.13333333333333333
org.eclipse.core.commands,org.eclipse.core.commands.common,6,8,6,8,6,12,6,0,0,6,462,0.0,4,4,6,0,False,1.3333333333333333,1.3333333333333333,2.0,0.0
org.eclipse.core.commands,org.eclipse.core.commands.contexts,4,10,4,4,4,27,4,0,2,4,910,1.0,4,2,10,0,True,2.5,1.0,6.75,0.0
org.eclipse.core.commands,org.eclipse.core.commands.operations,10,19,10,21,10,96,10,2,7,10,3988,6.0,8,10,48,2,True,1.9,2.1,9.6,0.2
org.eclipse.core.commands,org.eclipse.core.internal.commands.operations,1,0,1,0,1,2,1,0,0,1,38,2.0,0,0,2,0,True,0.0,0.0,2.0,0.0
org.eclipse.core.commands,org.eclipse.core.internal.commands.util,2,0,2,3,2,0,2,17,0,2,440,0.0,0,3,0,13,False,0.0,1.5,0.0,8.5
org.eclipse.core.expressions,org.eclipse.core.expressions,7,9,7,27,7,24,7,4,3,7,1038,0.0,4,13,7,2,False,1.2857142857142858,3.857142857142857,3.4285714285714284,0.5714285714285714
org.eclipse.core.expressions,org.eclipse.core.internal.expressions,29,43,29,62,29,87,29,21,0,29,2024,0.0,4,15,11,11,False,1.4827586206896552,2.1379310344827585,3.0,0.7241379310344828
org.eclipse.core.filebuffers,org.eclipse.core.filebuffers,1,0,1,0,1,0,1,4,12,1,1064,0.0,0,0,0,4,False,0.0,0.0,0.0,4.0
org.eclipse.core.filebuffers,org.eclipse.core.filebuffers.manipulation,7,13,7,12,7,37,7,0,1,7,984,0.0,5,12,16,0,False,1.8571428571428572,1.7142857142857142,5.285714285714286,0.0
org.eclipse.core.filebuffers,org.eclipse.core.internal.filebuffers,24,60,24,33,24,243,24,6,0,24,3706,3.0,11,17,50,3,True,2.5,1.375,10.125,0.25
org.eclipse.core.resources,org.eclipse.core.internal.dtree,14,19,14,14,14,170,14,14,2,14,3511,0.0,4,5,46,6,False,1.3571428571428572,1.0,12.142857142857142,1.0
org.eclipse.core.resources,org.eclipse.core.internal.events,20,107,20,43,20,202,20,21,1,20,3678,2.0,20,12,47,10,True,5.35,2.15,10.1,1.05
org.eclipse.core.resources,org.eclipse.core.internal.localstore,25,81,25,54,25,280,25,37,3,25,4983,4.0,9,10,35,24,True,3.24,2.16,11.2,1.48
org.eclipse.core.resources,org.eclipse.core.internal.properties,4,10,4,8,4,47,4,8,1,4,573,1.0,4,6,19,4,True,2.5,2.0,11.75,2.0
org.eclipse.core.resources,org.eclipse.core.internal.refresh,5,15,5,6,5,39,5,0,0,5,893,2.0,6,3,14,0,True,3.0,1.2,7.8,0.0
org.eclipse.core.resources,org.eclipse.core.internal.resources,90,270,90,175,90,1184,90,45,6,90,22320,18.0,32,21,108,12,True,3.0,1.9444444444444444,13.155555555555555,0.5
org.eclipse.core.resources,org.eclipse.core.internal.resources.mapping,6,5,6,3,6,17,6,0,0,6,542,0.0,3,2,4,0,False,0.8333333333333334,0.5,2.8333333333333335,0.0
org.eclipse.core.resources,org.eclipse.core.internal.utils,16,34,16,331,16,124,16,26,2,16,2545,1.0,10,262,25,9,True,2.125,20.6875,7.75,1.625
org.eclipse.core.resources,org.eclipse.core.internal.watson,7,18,7,4,7,55,7,4,5,7,1568,0.0,8,2,31,2,False,2.5714285714285716,0.5714285714285714,7.857142857142857,0.5714285714285714
org.eclipse.core.resources,org.eclipse.core.resources,7,7,7,31,7,30,7,5,35,7,11784,1.0,3,26,11,4,True,1.0,4.428571428571429,4.285714285714286,0.7142857142857143
org.eclipse.core.resources,org.eclipse.core.resources.ant,4,9,4,9,4,15,4,5,0,4,489,1.0,4,4,8,5,True,2.25,2.25,3.75,1.25
org.eclipse.core.resources,org.eclipse.core.resources.refresh,1,0,1,0,1,3,1,0,2,1,170,0.0,0,0,3,0,False,0.0,0.0,3.0,0.0
org.eclipse.core.resources,org.eclipse.core.resources.team,2,2,2,0,2,15,2,0,2,2,1155,0.0,1,0,11,0,False,1.0,0.0,7.5,0.0
org.eclipse.core.resources.compatibility,org.eclipse.core.internal.indexing,37,108,37,154,37,308,37,24,2,37,5430,1.0,14,40,52,3,True,2.918918918918919,4.162162162162162,8.324324324324325,0.6486486486486487
org.eclipse.core.resources.compatibility,org.eclipse.core.internal.localstore,5,9,5,1,5,43,5,2,1,5,910,1.0,5,1,27,2,True,1.8,0.2,8.6,0.4
org.eclipse.core.resources.compatibility,org.eclipse.core.internal.properties,9,20,9,7,9,95,9,0,1,9,1455,0.0,5,6,31,0,False,2.2222222222222223,0.7777777777777778,10.555555555555555,0.0
org.eclipse.core.resources.compatibility,org.eclipse.core.internal.resources,2,0,2,105,2,0,2,2,0,2,209,1.0,0,105,0,2,True,0.0,52.5,0.0,1.0
org.eclipse.core.resources.win32,org.eclipse.core.internal.resources.refresh.win32,9,19,9,21,9,75,9,24,0,9,1025,0.0,11,17,44,23,False,2.111111111111111,2.3333333333333335,8.333333333333334,2.6666666666666665
org.eclipse.core.runtime,org.eclipse.core.internal.boot,3,5,3,29,3,19,3,7,0,3,641,0.0,5,19,16,4,False,1.6666666666666667,9.666666666666666,6.333333333333333,2.3333333333333335
org.eclipse.core.runtime,org.eclipse.core.internal.content,21,64,21,36,21,244,21,29,3,21,3397,0.0,18,17,48,6,False,3.0476190476190474,1.7142857142857142,11.619047619047619,1.380952380952381
org.eclipse.core.runtime,org.eclipse.core.internal.jobs,17,83,17,31,17,247,17,10,1,17,4478,0.0,13,13,54,4,False,4.882352941176471,1.8235294117647058,14.529411764705882,0.5882352941176471
org.eclipse.core.runtime,org.eclipse.core.internal.preferences,14,39,14,50,14,232,14,19,0,14,4589,0.0,10,15,71,8,False,2.7857142857142856,3.5714285714285716,16.571428571428573,1.3571428571428572
org.eclipse.core.runtime,org.eclipse.core.internal.registry,33,115,33,98,33,417,33,13,4,33,5988,0.0,13,32,45,5,False,3.484848484848485,2.9696969696969697,12.636363636363637,0.3939393939393939
org.eclipse.core.runtime,org.eclipse.core.internal.runtime,30,67,30,262,30,226,30,71,0,30,5572,4.0,14,139,88,11,True,2.2333333333333334,8.733333333333333,7.533333333333333,2.3666666666666667
org.eclipse.core.runtime,org.eclipse.core.runtime,18,47,18,86,18,200,18,74,29,18,10549,1.0,8,44,45,57,True,2.611111111111111,4.777777777777778,11.11111111111111,4.111111111111111
org.eclipse.core.runtime,org.eclipse.core.runtime.content,3,6,3,6,3,9,3,1,9,3,1250,0.0,3,3,4,1,False,2.0,2.0,3.0,0.3333333333333333
org.eclipse.core.runtime,org.eclipse.core.runtime.dynamichelpers,2,8,2,1,2,20,2,3,3,2,447,0.0,6,1,18,3,False,4.0,0.5,10.0,1.5
org.eclipse.core.runtime,org.eclipse.core.runtime.jobs,5,2,5,10,5,49,5,3,6,5,1767,0.0,1,10,32,3,False,0.4,2.0,9.8,0.6
org.eclipse.core.runtime,org.eclipse.core.runtime.preferences,8,5,8,5,8,15,8,0,9,8,1559,0.0,3,1,4,0,False,0.625,0.625,1.875,0.0
org.eclipse.core.runtime,org.osgi.service.prefs,1,1,1,1,1,2,1,0,2,1,807,0.0,1,1,2,0,False,1.0,1.0,2.0,0.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.boot,1,0,1,20,1,0,1,23,5,1,1255,0.0,0,20,0,23,False,0.0,20.0,0.0,23.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.boot,4,4,4,0,4,58,4,0,0,4,344,0.0,1,0,29,0,False,1.0,0.0,14.5,0.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.compatibility,1,1,1,0,1,2,1,0,0,1,45,0.0,1,0,2,0,False,1.0,0.0,2.0,0.0
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.model,8,52,8,17,8,150,8,3,1,8,2640,0.0,22,16,65,2,False,6.5,2.125,18.75,0.375
org.eclipse.core.runtime.compatibility,org.eclipse.core.internal.plugins,11,14,11,10,11,75,11,26,0,11,1258,0.0,7,3,37,9,False,1.2727272727272727,0.9090909090909091,6.818181818181818,2.3636363636363638
org.eclipse.core.runtime.compatibility,org.eclipse.core.runtime.model,13,48,13,13,13,138,13,1,0,13,2191,0.0,10,5,23,1,False,3.6923076923076925,1.0,10.615384615384615,0.07692307692307693
org.eclipse.core.variables,org.eclipse.core.internal.variables,9,23,9,27,9,58,9,1,0,9,1340,4.0,7,15,29,1,True,2.5555555555555554,3.0,6.444444444444445,0.1111111111111111
org.eclipse.core.variables,org.eclipse.core.variables,1,0,1,4,1,1,1,5,7,1,602,6.0,0,4,1,5,True,0.0,4.0,1.0,5.0
org.eclipse.debug.core,org.eclipse.debug.core,9,45,9,45,9,94,9,19,26,9,5441,2.0,25,20,38,19,True,5.0,5.0,10.444444444444445,2.111111111111111
org.eclipse.debug.core,org.eclipse.debug.core.model,7,23,7,12,7,92,7,0,42,7,4780,2.0,14,6,26,0,True,3.2857142857142856,1.7142857142857142,13.142857142857142,0.0
org.eclipse.debug.core,org.eclipse.debug.core.sourcelookup,3,12,3,9,3,56,3,0,8,3,1553,0.0,9,8,44,0,False,4.0,3.0,18.666666666666668,0.0
org.eclipse.debug.core,org.eclipse.debug.core.sourcelookup.containers,12,14,12,8,12,82,12,0,0,12,1544,2.0,3,1,10,0,True,1.1666666666666667,0.6666666666666666,6.833333333333333,0.0
org.eclipse.debug.core,org.eclipse.debug.internal.core,38,168,38,101,38,460,38,4,0,38,7938,15.0,31,70,95,2,True,4.421052631578948,2.6578947368421053,12.105263157894736,0.10526315789473684
org.eclipse.debug.core,org.eclipse.debug.internal.core.sourcelookup,6,4,6,40,6,21,6,3,0,6,443,2.0,2,38,6,3,True,0.6666666666666666,6.666666666666667,3.5,0.5
org.eclipse.debug.core,org.eclipse.debug.internal.core.sourcelookup.containers,8,6,8,0,8,22,8,0,0,8,685,7.0,6,0,8,0,True,0.75,0.0,2.75,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui,29,44,29,194,29,177,29,46,3,29,5117,12.0,10,167,27,29,True,1.5172413793103448,6.689655172413793,6.103448275862069,1.5862068965517242
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.actions,102,84,102,108,102,497,102,4,0,102,7842,6.0,11,106,35,2,True,0.8235294117647058,1.0588235294117647,4.872549019607843,0.0392156862745098
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.actions.breakpointGroups,19,28,19,18,19,97,19,0,0,19,1580,5.0,14,18,39,0,True,1.4736842105263157,0.9473684210526315,5.105263157894737,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.elements.adapters,12,0,12,1,12,36,12,0,0,12,800,0.0,0,1,10,0,False,0.0,0.08333333333333333,3.0,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.launchConfigurations,46,122,46,153,46,521,46,7,1,46,9480,18.0,21,118,108,3,True,2.652173913043478,3.3260869565217392,11.326086956521738,0.15217391304347827
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.memory,3,10,3,11,3,25,3,1,2,3,633,2.0,6,5,12,1,True,3.3333333333333335,3.6666666666666665,8.333333333333334,0.3333333333333333
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.preferences,12,21,12,82,12,98,12,0,1,12,1690,8.0,8,78,32,0,True,1.75,6.833333333333333,8.166666666666666,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.sourcelookup,29,41,29,39,29,173,29,5,0,29,3607,16.0,8,33,24,2,True,1.4137931034482758,1.3448275862068966,5.9655172413793105,0.1724137931034483
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.sourcelookup.browsers,11,5,11,2,11,18,11,0,0,11,708,7.0,2,1,4,0,True,0.45454545454545453,0.18181818181818182,1.6363636363636365,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.stringsubstitution,15,12,15,36,15,33,15,2,1,15,963,5.0,5,31,9,1,True,0.8,2.4,2.2,0.13333333333333333
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views,15,45,15,51,15,126,15,0,2,15,2268,0.0,8,47,32,0,False,3.0,3.4,8.4,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.breakpoints,23,38,23,15,23,203,23,5,1,23,3805,5.0,5,5,55,2,True,1.6521739130434783,0.6521739130434783,8.826086956521738,0.21739130434782608
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.console,15,43,15,8,15,119,15,0,0,15,1890,3.0,17,8,43,0,True,2.8666666666666667,0.5333333333333333,7.933333333333334,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.expression,9,16,9,4,9,71,9,0,0,9,1336,1.0,7,2,23,0,True,1.7777777777777777,0.4444444444444444,7.888888888888889,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.launch,18,54,18,25,18,181,18,16,0,18,3846,2.0,14,11,64,7,True,3.0,1.3888888888888888,10.055555555555555,0.8888888888888888
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.memory,37,108,37,16,37,320,37,10,3,37,6772,13.0,17,4,40,6,True,2.918918918918919,0.43243243243243246,8.64864864864865,0.2702702702702703
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.memory.renderings,38,65,38,7,38,192,38,18,0,38,5678,16.0,10,3,23,16,True,1.7105263157894737,0.18421052631578946,5.052631578947368,0.47368421052631576
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.registers,7,0,7,2,7,16,7,0,0,7,403,2.0,0,2,7,0,True,0.0,0.2857142857142857,2.2857142857142856,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.variables,22,72,22,33,22,232,22,0,2,22,3535,4.0,32,25,102,0,True,3.272727272727273,1.5,10.545454545454545,0.0
org.eclipse.debug.ui,org.eclipse.debug.ui,19,61,19,11,19,306,19,40,13,19,7442,7.0,18,5,68,32,True,3.210526315789474,0.5789473684210527,16.105263157894736,2.1052631578947367
org.eclipse.debug.ui,org.eclipse.debug.ui.actions,16,34,16,0,16,121,16,0,5,16,2741,9.0,6,0,24,0,True,2.125,0.0,7.5625,0.0
org.eclipse.debug.ui,org.eclipse.debug.ui.console,2,7,2,0,2,11,2,0,5,2,606,2.0,5,0,6,0,True,3.5,0.0,5.5,0.0
org.eclipse.debug.ui,org.eclipse.debug.ui.memory,9,53,9,3,9,150,9,2,10,9,4539,3.0,41,3,113,2,True,5.888888888888889,0.3333333333333333,16.666666666666668,0.2222222222222222
org.eclipse.debug.ui,org.eclipse.debug.ui.sourcelookup,4,4,4,1,4,25,4,0,2,4,591,2.0,2,1,10,0,True,1.0,0.25,6.25,0.0
org.eclipse.help,org.eclipse.help,1,0,1,0,1,0,1,3,9,1,739,0.0,0,0,0,3,False,0.0,0.0,0.0,3.0
org.eclipse.help,org.eclipse.help.internal,2,3,2,9,2,6,2,6,1,2,208,0.0,3,8,6,6,False,1.5,4.5,3.0,3.0
org.eclipse.help,org.eclipse.help.internal.context,10,24,10,12,10,52,10,1,1,10,924,0.0,5,9,11,1,False,2.4,1.2,5.2,0.1
org.eclipse.help,org.eclipse.help.internal.model,0,0,0,0,0,0,0,0,5,0,149,0.0,0,0,0,0,False,,,,
org.eclipse.help,org.eclipse.help.internal.protocols,2,6,2,5,2,13,2,2,0,2,346,0.0,6,4,12,1,False,3.0,2.5,6.5,1.0
org.eclipse.help,org.eclipse.help.internal.toc,13,42,13,6,13,88,13,5,1,13,1684,0.0,10,3,16,4,False,3.230769230769231,0.46153846153846156,6.769230769230769,0.38461538461538464
org.eclipse.help,org.eclipse.help.internal.util,3,1,3,7,3,5,3,15,0,3,500,0.0,1,6,4,11,False,0.3333333333333333,2.3333333333333335,1.6666666666666667,5.0
org.eclipse.help.appserver,org.eclipse.help.internal.appserver,5,6,5,20,5,12,5,10,1,5,626,0.0,4,9,6,5,False,1.2,4.0,2.4,2.0
org.eclipse.help.base,org.eclipse.help.browser,0,0,0,0,0,0,0,0,2,0,105,0.0,0,0,0,0,False,,,,
org.eclipse.help.base,org.eclipse.help.internal.base,11,25,11,63,11,53,11,42,2,11,1724,0.0,11,38,13,24,False,2.272727272727273,5.7272727272727275,4.818181818181818,3.8181818181818183
org.eclipse.help.base,org.eclipse.help.internal.base.ant,1,3,1,0,1,5,1,0,0,1,129,1.0,3,0,5,0,True,3.0,0.0,5.0,0.0
org.eclipse.help.base,org.eclipse.help.internal.base.util,2,2,2,1,2,2,2,1,1,2,174,0.0,2,1,2,1,False,1.0,0.5,1.0,0.5
org.eclipse.help.base,org.eclipse.help.internal.browser,10,46,10,12,10,71,10,3,0,10,1303,1.0,13,9,24,2,True,4.6,1.2,7.1,0.3
org.eclipse.help.base,org.eclipse.help.internal.browser.macosx,2,0,2,1,2,9,2,1,0,2,120,0.0,0,1,7,1,False,0.0,0.5,4.5,0.5
org.eclipse.help.base,org.eclipse.help.internal.search,35,116,35,54,35,227,35,16,2,35,5286,3.0,17,19,38,7,True,3.3142857142857145,1.542857142857143,6.485714285714286,0.45714285714285713
org.eclipse.help.base,org.eclipse.help.internal.search.federated,5,9,5,3,5,14,5,0,0,5,253,0.0,5,1,5,0,False,1.8,0.6,2.8,0.0
org.eclipse.help.base,org.eclipse.help.internal.standalone,8,15,8,39,8,40,8,23,1,8,1398,1.0,7,22,12,19,True,1.875,4.875,5.0,2.875
org.eclipse.help.base,org.eclipse.help.internal.workingset,7,12,7,3,7,53,7,0,1,7,967,0.0,3,3,20,0,False,1.7142857142857142,0.42857142857142855,7.571428571428571,0.0
org.eclipse.help.base,org.eclipse.help.search,5,22,5,9,5,39,5,0,4,5,1032,0.0,14,8,34,0,False,4.4,1.8,7.8,0.0
org.eclipse.help.base,org.eclipse.help.standalone,2,2,2,0,2,8,2,2,0,2,274,0.0,1,0,6,1,False,1.0,0.0,4.0,1.0
org.eclipse.help.ui,org.eclipse.help.ui,1,6,1,0,1,13,1,0,3,1,457,0.0,6,0,13,0,False,6.0,0.0,13.0,0.0
org.eclipse.help.ui,org.eclipse.help.ui.browser,1,1,1,0,1,5,1,0,0,1,98,1.0,1,0,5,0,True,1.0,0.0,5.0,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal,19,42,19,168,19,183,19,19,2,19,2886,3.0,10,149,29,4,True,2.210526315789474,8.842105263157896,9.631578947368421,1.0
org.eclipse.help.ui,org.eclipse.help.ui.internal.browser,3,8,3,1,3,17,3,0,0,3,502,0.0,7,1,8,0,False,2.6666666666666665,0.3333333333333333,5.666666666666667,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal.browser.embedded,4,17,4,6,4,51,4,5,1,4,652,0.0,9,6,23,5,False,4.25,1.5,12.75,1.25
org.eclipse.help.ui,org.eclipse.help.ui.internal.search,9,17,9,7,9,77,9,0,0,9,1148,2.0,9,4,34,0,True,1.8888888888888888,0.7777777777777778,8.555555555555555,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal.util,3,3,3,2,3,11,3,4,0,3,252,0.0,2,2,7,4,False,1.0,0.6666666666666666,3.6666666666666665,1.3333333333333333
org.eclipse.help.ui,org.eclipse.help.ui.internal.views,61,225,61,46,61,830,61,6,1,61,9159,6.0,41,10,127,3,True,3.6885245901639343,0.7540983606557377,13.60655737704918,0.09836065573770492
org.eclipse.help.webapp,org.eclipse.help.internal.webapp,2,0,2,5,2,2,2,7,0,2,203,0.0,0,4,2,4,False,0.0,2.5,1.0,3.5
org.eclipse.help.webapp,org.eclipse.help.internal.webapp.data,16,48,16,27,16,143,16,27,0,16,2853,0.0,9,9,22,22,False,3.0,1.6875,8.9375,1.6875
org.eclipse.help.webapp,org.eclipse.help.internal.webapp.servlet,19,25,19,80,19,93,19,8,1,19,2785,0.0,6,29,13,5,False,1.3157894736842106,4.2105263157894735,4.894736842105263,0.42105263157894735
org.eclipse.jdt.core,org.eclipse.jdt.core,22,71,22,264,22,108,22,209,44,22,21925,5.0,18,153,28,70,True,3.227272727272727,12.0,4.909090909090909,9.5
