plugin,package,NOCU,NOT_total,NOT_max,NOT_avg,NOI_total,NOI_max,NOI_avg,TLOC_total,TLOC_max,TLOC_avg,ACD_total,ACD_max,ACD_avg,NSM_total,NSM_max,NSM_avg,NSF_total,NSF_max,NSF_avg,NOM_total,NOM_max,NOM_avg,NOF_total,NOF_max,NOF_avg,MLOC_total,NBD_total,PAR_total,VG_total,FOUT_total,pre,post,MLOC_max,NBD_max,PAR_max,VG_max,FOUT_max,MLOC_avg,NBD_avg,PAR_avg,VG_avg,FOUT_avg
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.lookup,56,49,1,0.875,7,1,0.125,16593,2911,296.30357142857144,6,3,0.10714285714285714,33,7,0.5892857142857143,79,25,1.4107142857142858,938,84,16.75,621,121,11.089285714285714,14143,896,934,5802,2989,140.0,141.0,205,11,7,97,34,15.077825159914712,0.9552238805970149,0.9957356076759062,6.185501066098081,3.1865671641791047
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser,22,19,1,0.8636363636363636,3,1,0.13636363636363635,16284,7645,740.1818181818181,0,0,0.0,44,27,2.0,175,59,7.954545454545454,731,417,33.22727272727273,405,119,18.40909090909091,15433,696,547,4828,1801,106.0,43.0,2470,9,8,823,286,21.112175102599178,0.9521203830369357,0.7482900136798906,6.604651162790698,2.46374829001368
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose,3,3,1,1.0,0,0,0.0,2126,1767,708.6666666666666,0,0,0.0,4,4,1.3333333333333333,23,18,7.666666666666667,50,28,16.666666666666668,61,46,20.333333333333332,1751,85,105,496,191,0.0,0.0,189,7,8,62,27,35.02,1.7,2.1,9.92,3.82
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem,10,9,1,0.9,1,1,0.1,6675,6144,667.5,0,0,0.0,5,2,0.5,12,3,1.2,440,394,44.0,41,11,4.1,3414,120,884,1319,1432,8.0,0.0,196,4,8,144,15,7.759090909090909,0.2727272727272727,2.0090909090909093,2.9977272727272726,3.2545454545454544
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util,17,16,1,0.9411764705882353,1,1,0.058823529411764705,1995,294,117.3529411764706,1,1,0.058823529411764705,25,15,1.4705882352941178,81,36,4.764705882352941,155,15,9.117647058823529,129,36,7.588235294117647,1613,119,124,558,197,21.0,0.0,258,5,4,78,8,10.406451612903226,0.7677419354838709,0.8,3.6,1.270967741935484
org.eclipse.jdt.core,org.eclipse.jdt.internal.core,138,134,1,0.9710144927536232,4,1,0.028985507246376812,29431,2978,213.268115942029,47,15,0.34057971014492755,94,17,0.6811594202898551,205,46,1.4855072463768115,2027,136,14.68840579710145,575,73,4.166666666666667,25382,1866,2567,7321,7604,238.0,211.0,220,8,12,80,55,12.521953626048347,0.9205722742969906,1.2664035520473607,3.6117414898865317,3.751356684755797
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.builder,24,24,1,1.0,0,0,0.0,4022,686,167.58333333333334,5,5,0.20833333333333334,25,9,1.0416666666666667,35,8,1.4583333333333333,243,29,10.125,137,19,5.708333333333333,3279,209,282,1193,1030,30.0,13.0,180,6,5,62,44,13.493827160493828,0.8600823045267489,1.1604938271604939,4.909465020576132,4.238683127572016
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.dom.rewrite,14,14,1,1.0,0,0,0.0,5973,2548,426.64285714285717,4,2,0.2857142857142857,19,6,1.3571428571428572,23,5,1.6428571428571428,397,147,28.357142857142858,96,27,6.857142857142857,5054,422,547,1250,2026,32.0,8.0,101,8,9,35,38,12.730478589420654,1.0629722921914357,1.3778337531486147,3.1486146095717884,5.103274559193955
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.eval,3,3,1,1.0,0,0,0.0,378,309,126.0,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,33,26,11.0,4,2,1.3333333333333333,280,17,57,62,90,0.0,0.0,50,4,9,12,21,8.484848484848484,0.5151515151515151,1.7272727272727273,1.878787878787879,2.727272727272727
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.hierarchy,9,9,1,1.0,0,0,0.0,3199,1129,355.44444444444446,3,1,0.3333333333333333,6,5,0.6666666666666666,15,14,1.6666666666666667,170,73,18.88888888888889,67,33,7.444444444444445,2903,224,229,821,787,86.0,26.0,160,6,6,39,42,17.076470588235296,1.3176470588235294,1.3470588235294119,4.829411764705882,4.629411764705883
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.index,4,4,1,1.0,0,0,0.0,1124,814,281.0,0,0,0.0,1,1,0.25,6,5,1.5,54,28,13.5,30,17,7.5,964,76,79,331,190,0.0,18.0,81,7,4,27,19,17.85185185185185,1.4074074074074074,1.462962962962963,6.12962962962963,3.5185185185185186
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.jdom,15,14,1,0.9333333333333333,1,1,0.06666666666666667,2845,468,189.66666666666666,0,0,0.0,0,0,0.0,13,12,0.8666666666666667,328,54,21.866666666666667,82,24,5.466666666666667,2635,179,456,668,643,0.0,0.0,98,6,25,17,14,8.033536585365853,0.5457317073170732,1.3902439024390243,2.0365853658536586,1.9603658536585367
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search,14,13,1,0.9285714285714286,1,1,0.07142857142857142,2249,938,160.64285714285714,3,3,0.21428571428571427,12,9,0.8571428571428571,2,1,0.14285714285714285,111,28,7.928571428571429,41,10,2.9285714285714284,1968,135,179,588,480,1.0,29.0,197,8,8,38,33,17.72972972972973,1.2162162162162162,1.6126126126126126,5.297297297297297,4.324324324324325
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search.indexing,17,16,1,0.9411764705882353,1,1,0.058823529411764705,2580,624,151.76470588235293,7,2,0.4117647058823529,0,0,0.0,15,10,0.8823529411764706,159,37,9.352941176470589,84,35,4.9411764705882355,2189,140,244,709,592,0.0,47.0,147,6,8,41,47,13.767295597484276,0.8805031446540881,1.5345911949685536,4.459119496855346,3.7232704402515724
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search.matching,44,44,1,1.0,0,0,0.0,9066,2075,206.04545454545453,4,2,0.09090909090909091,20,9,0.45454545454545453,46,19,1.0454545454545454,520,69,11.818181818181818,224,27,5.090909090909091,7693,559,953,2909,1773,49.0,63.0,165,9,14,65,29,14.794230769230769,1.075,1.8326923076923076,5.594230769230769,3.4096153846153845
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search.processing,2,1,1,0.5,1,1,0.5,348,335,174.0,0,0,0.0,0,0,0.0,1,1,0.5,20,16,10.0,15,10,7.5,304,19,9,98,70,0.0,0.0,89,6,3,32,19,15.2,0.95,0.45,4.9,3.5
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.util,64,62,1,0.96875,2,1,0.03125,16227,3141,253.546875,1,1,0.015625,133,128,2.078125,430,311,6.71875,1047,217,16.359375,747,311,11.671875,13231,568,1271,4153,2885,21.0,29.0,992,9,8,327,213,12.637058261700096,0.542502387774594,1.2139446036294175,3.9665711556829035,2.75549188156638
org.eclipse.jdt.core,org.eclipse.jdt.internal.eval,26,24,1,0.9230769230769231,2,1,0.07692307692307693,4707,556,181.03846153846155,7,4,0.2692307692307692,2,1,0.07692307692307693,25,14,0.9615384615384616,234,41,9.0,101,17,3.8846153846153846,4012,233,342,1105,863,119.0,26.0,133,7,11,43,34,17.145299145299145,0.9957264957264957,1.4615384615384615,4.722222222222222,3.6880341880341883
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter,14,14,1,1.0,0,0,0.0,13507,4431,964.7857142857143,1,1,0.07142857142857142,5,3,0.35714285714285715,20,4,1.4285714285714286,457,140,32.642857142857146,374,252,26.714285714285715,13003,718,765,3241,2311,21.0,40.0,1353,8,8,336,38,28.452954048140043,1.5711159737417943,1.6739606126914661,7.091903719912473,5.0568927789934355
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter.align,3,3,1,1.0,0,0,0.0,547,257,182.33333333333334,0,0,0.0,0,0,0.0,41,19,13.666666666666666,25,11,8.333333333333334,78,36,26.0,425,36,29,149,33,0.0,0.0,66,4,7,21,6,17.0,1.44,1.16,5.96,1.32
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter.comment,16,12,1,0.75,4,1,0.25,1426,259,89.125,1,1,0.0625,4,4,0.25,43,14,2.6875,131,29,8.1875,74,14,4.625,1138,93,170,412,408,0.0,0.0,63,5,5,34,21,8.687022900763358,0.7099236641221374,1.297709923664122,3.145038167938931,3.114503816793893
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter.old,1,1,1,1.0,0,0,0.0,138,138,138.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,2.0,1,1,1.0,136,6,5,24,14,0.0,0.0,128,5,4,22,13,68.0,3.0,2.5,12.0,7.0
