plugin,package,NOCU,NOT_total,NOT_max,NOT_avg,NOI_total,NOI_max,NOI_avg,TLOC_total,TLOC_max,TLOC_avg,ACD_total,ACD_max,ACD_avg,NSM_total,NSM_max,NSM_avg,NSF_total,NSF_max,NSF_avg,NOM_total,NOM_max,NOM_avg,NOF_total,NOF_max,NOF_avg,MLOC_total,NBD_total,PAR_total,VG_total,FOUT_total,pre,post,MLOC_max,NBD_max,PAR_max,VG_max,FOUT_max,MLOC_avg,NBD_avg,PAR_avg,VG_avg,FOUT_avg
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.batch,8,8,1,1.0,0,0,0.0,3217,2686,402.125,3,3,0.375,12,9,1.5,5,2,0.625,68,27,8.5,60,36,7.5,1922,79,93,635,278,10.0,13.0,1048,7,5,379,56,28.264705882352942,1.161764705882353,1.3676470588235294,9.338235294117647,4.088235294117647
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.classfmt,14,13,1,0.9285714285714286,1,1,0.07142857142857142,2346,698,167.57142857142858,0,0,0.0,16,8,1.1428571428571428,33,30,2.357142857142857,162,43,11.571428571428571,172,72,12.285714285714286,1956,128,132,691,380,1.0,22.0,191,7,5,54,21,12.074074074074074,0.7901234567901234,0.8148148148148148,4.265432098765432,2.345679012345679
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.codegen,18,16,1,0.8888888888888888,2,1,0.1111111111111111,9956,5885,553.1111111111111,0,0,0.0,3,3,0.16666666666666666,433,203,24.055555555555557,712,323,39.55555555555556,542,216,30.11111111111111,8810,559,418,2582,1820,67.0,0.0,143,7,6,44,32,12.373595505617978,0.7851123595505618,0.5870786516853933,3.6264044943820224,2.556179775280899
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.env,22,6,1,0.2727272727272727,16,1,0.7272727272727273,377,77,17.136363636363637,0,0,0.0,0,0,0.0,2,1,0.09090909090909091,120,15,5.454545454545454,20,4,0.9090909090909091,267,-78,29,149,27,1.0,0.0,19,2,3,10,6,2.225,-0.65,0.24166666666666667,1.2416666666666667,0.225
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.flow,12,12,1,1.0,0,0,0.0,3248,1374,270.6666666666667,0,0,0.0,4,3,0.3333333333333333,14,7,1.1666666666666667,197,40,16.416666666666668,63,14,5.25,2556,160,199,899,264,1.0,0.0,151,7,6,51,15,12.974619289340101,0.8121827411167513,1.0101522842639594,4.563451776649746,1.3401015228426396
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.impl,13,11,1,0.8461538461538461,2,1,0.15384615384615385,2693,1364,207.15384615384616,0,0,0.0,34,20,2.6153846153846154,170,151,13.076923076923077,151,34,11.615384615384615,214,186,16.46153846153846,3113,7,123,1331,270,12.0,0.0,321,4,5,146,19,20.6158940397351,0.046357615894039736,0.8145695364238411,8.814569536423841,1.7880794701986755
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.lookup,54,47,1,0.8703703703703703,7,1,0.12962962962962962,16132,2911,298.74074074074076,6,3,0.1111111111111111,33,7,0.6111111111111112,79,25,1.462962962962963,912,84,16.88888888888889,620,121,11.481481481481481,13740,857,885,5595,2859,143.0,159.0,205,11,7,97,34,15.06578947368421,0.9396929824561403,0.9703947368421053,6.134868421052632,3.1348684210526314
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser,22,19,1,0.8636363636363636,3,1,0.13636363636363635,16284,7645,740.1818181818181,0,0,0.0,44,27,2.0,175,59,7.954545454545454,731,417,33.22727272727273,405,119,18.40909090909091,15433,696,547,4828,1801,102.0,114.0,2470,9,8,823,286,21.112175102599178,0.9521203830369357,0.7482900136798906,6.604651162790698,2.46374829001368
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose,3,3,1,1.0,0,0,0.0,2126,1767,708.6666666666666,0,0,0.0,4,4,1.3333333333333333,23,18,7.666666666666667,50,28,16.666666666666668,61,46,20.333333333333332,1751,85,105,496,191,0.0,0.0,189,7,8,62,27,35.02,1.7,2.1,9.92,3.82
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem,10,9,1,0.9,1,1,0.1,6675,6144,667.5,0,0,0.0,5,2,0.5,12,3,1.2,440,394,44.0,41,11,4.1,3414,120,884,1319,1432,1.0,16.0,196,4,8,144,15,7.759090909090909,0.2727272727272727,2.0090909090909093,2.9977272727272726,3.2545454545454544
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util,17,16,1,0.9411764705882353,1,1,0.058823529411764705,1995,294,117.3529411764706,1,1,0.058823529411764705,25,15,1.4705882352941178,81,36,4.764705882352941,155,15,9.117647058823529,129,36,7.588235294117647,1613,119,124,558,197,1.0,0.0,258,5,4,78,8,10.406451612903226,0.7677419354838709,0.8,3.6,1.270967741935484
org.eclipse.jdt.core,org.eclipse.jdt.internal.core,138,134,1,0.9710144927536232,4,1,0.028985507246376812,29431,2978,213.268115942029,47,15,0.34057971014492755,94,17,0.6811594202898551,205,46,1.4855072463768115,2027,136,14.68840579710145,575,73,4.166666666666667,25382,1866,2567,7321,7604,99.0,181.0,220,8,12,80,55,12.521953626048347,0.9205722742969906,1.2664035520473607,3.6117414898865317,3.751356684755797
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.builder,23,23,1,1.0,0,0,0.0,4014,686,174.52173913043478,5,5,0.21739130434782608,25,9,1.0869565217391304,34,8,1.4782608695652173,242,29,10.521739130434783,135,19,5.869565217391305,3276,209,281,1192,1030,44.0,21.0,180,6,5,62,44,13.537190082644628,0.8636363636363636,1.1611570247933884,4.925619834710743,4.256198347107438
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.dom.rewrite,14,14,1,1.0,0,0,0.0,5973,2548,426.64285714285717,4,2,0.2857142857142857,19,6,1.3571428571428572,23,5,1.6428571428571428,397,147,28.357142857142858,96,27,6.857142857142857,5054,422,547,1250,2026,23.0,21.0,101,8,9,35,38,12.730478589420654,1.0629722921914357,1.3778337531486147,3.1486146095717884,5.103274559193955
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.eval,3,3,1,1.0,0,0,0.0,378,309,126.0,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,33,26,11.0,4,2,1.3333333333333333,280,17,57,62,90,0.0,0.0,50,4,9,12,21,8.484848484848484,0.5151515151515151,1.7272727272727273,1.878787878787879,2.727272727272727
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.hierarchy,9,9,1,1.0,0,0,0.0,3199,1129,355.44444444444446,3,1,0.3333333333333333,6,5,0.6666666666666666,15,14,1.6666666666666667,170,73,18.88888888888889,67,33,7.444444444444445,2903,224,229,821,787,1.0,1.0,160,6,6,39,42,17.076470588235296,1.3176470588235294,1.3470588235294119,4.829411764705882,4.629411764705883
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.index,4,4,1,1.0,0,0,0.0,1124,814,281.0,0,0,0.0,1,1,0.25,6,5,1.5,54,28,13.5,30,17,7.5,964,76,79,331,190,0.0,0.0,81,7,4,27,19,17.85185185185185,1.4074074074074074,1.462962962962963,6.12962962962963,3.5185185185185186
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.jdom,15,14,1,0.9333333333333333,1,1,0.06666666666666667,2845,468,189.66666666666666,0,0,0.0,0,0,0.0,13,12,0.8666666666666667,328,54,21.866666666666667,82,24,5.466666666666667,2635,179,456,668,643,22.0,0.0,98,6,25,17,14,8.033536585365853,0.5457317073170732,1.3902439024390243,2.0365853658536586,1.9603658536585367
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search,14,13,1,0.9285714285714286,1,1,0.07142857142857142,2249,938,160.64285714285714,3,3,0.21428571428571427,12,9,0.8571428571428571,2,1,0.14285714285714285,111,28,7.928571428571429,41,10,2.9285714285714284,1968,135,179,588,480,24.0,21.0,197,8,8,38,33,17.72972972972973,1.2162162162162162,1.6126126126126126,5.297297297297297,4.324324324324325
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search.indexing,16,15,1,0.9375,1,1,0.0625,2547,624,159.1875,7,2,0.4375,0,0,0.0,15,10,0.9375,155,37,9.6875,81,35,5.0625,2167,137,242,697,583,44.0,10.0,147,6,8,41,47,13.980645161290322,0.8838709677419355,1.5612903225806452,4.496774193548387,3.761290322580645
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search.matching,43,43,1,1.0,0,0,0.0,8995,2075,209.1860465116279,4,2,0.09302325581395349,20,9,0.46511627906976744,46,19,1.069767441860465,514,69,11.953488372093023,221,27,5.1395348837209305,7638,554,939,2889,1750,33.0,24.0,165,9,14,65,29,14.859922178988327,1.0778210116731517,1.8268482490272373,5.620622568093385,3.404669260700389
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.search.processing,2,1,1,0.5,1,1,0.5,348,335,174.0,0,0,0.0,0,0,0.0,1,1,0.5,20,16,10.0,15,10,7.5,304,19,9,98,70,0.0,0.0,89,6,3,32,19,15.2,0.95,0.45,4.9,3.5
org.eclipse.jdt.core,org.eclipse.jdt.internal.core.util,63,61,1,0.9682539682539683,2,1,0.031746031746031744,16207,3141,257.25396825396825,1,1,0.015873015873015872,133,128,2.111111111111111,430,311,6.825396825396825,1045,217,16.58730158730159,747,311,11.857142857142858,13222,567,1263,4150,2884,0.0,9.0,992,9,8,327,213,12.652631578947368,0.5425837320574163,1.2086124401913876,3.971291866028708,2.7598086124401915
org.eclipse.jdt.core,org.eclipse.jdt.internal.eval,26,24,1,0.9230769230769231,2,1,0.07692307692307693,4707,556,181.03846153846155,7,4,0.2692307692307692,2,1,0.07692307692307693,25,14,0.9615384615384616,234,41,9.0,101,17,3.8846153846153846,4012,233,342,1105,863,188.0,15.0,133,7,11,43,34,17.145299145299145,0.9957264957264957,1.4615384615384615,4.722222222222222,3.6880341880341883
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter,9,9,1,1.0,0,0,0.0,9100,4431,1011.1111111111111,0,0,0.0,4,3,0.4444444444444444,13,4,1.4444444444444444,291,140,32.333333333333336,321,252,35.666666666666664,8612,426,546,2177,1295,4.0,36.0,1353,8,8,336,28,29.59450171821306,1.4639175257731958,1.8762886597938144,7.481099656357388,4.450171821305842
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter.align,2,2,1,1.0,0,0,0.0,290,257,145.0,0,0,0.0,0,0,0.0,22,19,11.0,14,11,7.0,42,36,21.0,223,18,17,77,18,0.0,8.0,66,4,7,21,6,15.928571428571429,1.2857142857142858,1.2142857142857142,5.5,1.2857142857142858
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter.comment,16,12,1,0.75,4,1,0.25,1426,259,89.125,1,1,0.0625,4,4,0.25,43,14,2.6875,131,29,8.1875,74,14,4.625,1138,93,170,412,408,0.0,0.0,63,5,5,34,21,8.687022900763358,0.7099236641221374,1.297709923664122,3.145038167938931,3.114503816793893
org.eclipse.jdt.core,org.eclipse.jdt.internal.formatter.old,1,1,1,1.0,0,0,0.0,138,138,138.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,2.0,1,1,1.0,136,6,5,24,14,0.0,0.0,128,5,4,22,13,68.0,3.0,2.5,12.0,7.0
